user_id,gender,age,income,customer score
1,Male,55.0,112000.0,11.0
3,Male,68.0,70000.0,13.0
5,Female,58.0,51000.0,5.0
8,Female,62.0,71000.0,4.0
12,Female,40.0,71000.0,6.0
13,Male,64.0,100000.0,13.0
14,Female,78.0,71000.0,14.0
15,Male,42.0,69000.0,23.0
16,Female,56.0,88000.0,7.0
18,Female,46.0,59000.0,7.0
19,Male,59.0,41000.0,10.0
20,Male,67.0,96000.0,5.0
21,Female,53.0,52000.0,34.0
22,Male,22.0,70000.0,16.0
24,Female,69.0,57000.0,19.0
25,Male,56.0,68000.0,4.0
27,Male,75.0,40000.0,82.0
28,Male,20.0,30000.0,25.0
29,Female,45.0,33000.0,19.0
30,Female,61.0,98000.0,9.0
31,Female,69.0,37000.0,21.0
32,Female,54.0,80000.0,6.0
33,Male,39.0,51000.0,4.0
34,Female,41.0,41000.0,6.0
35,Male,79.0,48000.0,10.0
37,Female,56.0,52000.0,24.0
38,Male,39.0,56000.0,13.0
40,Female,78.0,93000.0,10.0
41,Male,45.0,48000.0,6.0
42,Female,29.0,50000.0,17.0
43,Female,44.0,35000.0,12.0
46,Male,76.0,47000.0,20.0
47,Male,68.0,87000.0,6.0
48,Female,75.0,52000.0,11.0
49,Male,67.0,76000.0,9.0
50,Male,77.0,51000.0,68.0
51,Male,76.0,64000.0,4.0
52,Male,57.0,98000.0,28.0
53,Male,53.0,72000.0,4.0
55,Female,53.0,55000.0,8.0
58,Male,58.0,85000.0,16.0
59,Female,46.0,36000.0,11.0
60,Female,30.0,41000.0,9.0
61,Female,59.0,89000.0,5.0
62,Female,51.0,41000.0,11.0
63,Female,27.0,35000.0,40.0
64,Male,40.0,53000.0,11.0
65,Female,73.0,91000.0,15.0
66,Female,74.0,107000.0,7.0
67,Female,42.0,66000.0,25.0
68,Female,78.0,58000.0,7.0
69,Female,54.0,53000.0,6.0
70,Female,70.0,74000.0,14.0
71,Male,49.0,57000.0,24.0
72,Male,62.0,57000.0,13.0
73,Male,64.0,70000.0,8.0
74,Male,89.0,87000.0,6.0
75,Male,73.0,51000.0,24.0
76,Male,50.0,93000.0,10.0
77,Male,90.0,98000.0,13.0
78,Female,68.0,84000.0,7.0
79,Female,60.0,64000.0,8.0
81,Female,66.0,49000.0,8.0
82,Female,19.0,73000.0,20.0
83,Female,66.0,58000.0,7.0
85,Male,76.0,63000.0,8.0
86,Male,52.0,78000.0,18.0
87,Female,55.0,31000.0,28.0
88,Female,39.0,60000.0,8.0
89,Male,45.0,44000.0,21.0
90,Male,57.0,114000.0,72.0
91,Male,74.0,48000.0,16.0
92,Male,18.0,47000.0,6.0
93,Female,53.0,96000.0,15.0
94,Male,59.0,98000.0,10.0
95,Female,57.0,46000.0,9.0
97,Male,64.0,37000.0,6.0
98,Male,71.0,57000.0,15.0
99,Male,64.0,66000.0,19.0
100,Female,83.0,46000.0,6.0
101,Female,26.0,71000.0,21.0
102,Female,29.0,58000.0,7.0
105,Male,49.0,79000.0,8.0
106,Male,79.0,67000.0,4.0
107,Male,55.0,94000.0,16.0
109,Female,45.0,31000.0,7.0
110,Female,52.0,30000.0,21.0
111,Female,39.0,55000.0,8.0
112,Male,77.0,69000.0,27.0
113,Male,66.0,60000.0,6.0
114,Male,69.0,87000.0,5.0
115,Female,74.0,53000.0,13.0
116,Female,75.0,87000.0,7.0
117,Female,59.0,85000.0,12.0
118,Male,47.0,66000.0,28.0
119,Female,20.0,69000.0,4.0
120,Male,60.0,108000.0,4.0
123,Male,39.0,67000.0,11.0
124,Female,49.0,59000.0,9.0
125,Male,68.0,58000.0,14.0
126,Female,42.0,80000.0,11.0
127,Female,72.0,33000.0,18.0
129,Male,32.0,42000.0,12.0
130,Female,67.0,50000.0,4.0
131,Male,52.0,42000.0,10.0
132,Male,38.0,64000.0,25.0
133,Female,60.0,77000.0,21.0
134,Male,62.0,77000.0,7.0
135,Female,55.0,51000.0,5.0
136,Female,22.0,63000.0,5.0
137,Female,34.0,41000.0,7.0
138,Female,46.0,60000.0,33.0
139,Female,85.0,67000.0,5.0
140,Female,51.0,85000.0,77.0
141,Male,53.0,85000.0,5.0
142,Female,51.0,92000.0,46.0
144,Male,52.0,72000.0,8.0
145,Male,62.0,53000.0,9.0
146,Female,42.0,62000.0,41.0
147,Female,55.0,65000.0,14.0
148,Female,27.0,50000.0,8.0
149,Female,68.0,107000.0,16.0
150,Female,74.0,83000.0,32.0
151,Male,77.0,66000.0,12.0
152,Female,35.0,72000.0,66.0
153,Female,50.0,69000.0,20.0
154,Female,45.0,94000.0,36.0
155,Female,82.0,87000.0,23.0
156,Male,40.0,57000.0,4.0
157,Male,66.0,34000.0,5.0
158,Female,52.0,63000.0,6.0
159,Female,57.0,89000.0,5.0
160,Female,68.0,69000.0,13.0
161,Male,21.0,52000.0,21.0
162,Male,61.0,44000.0,15.0
163,Male,58.0,54000.0,12.0
164,Female,67.0,54000.0,11.0
165,Female,24.0,61000.0,8.0
166,Female,26.0,35000.0,7.0
167,Female,71.0,105000.0,6.0
168,Male,69.0,64000.0,23.0
170,Male,62.0,73000.0,4.0
171,Female,38.0,74000.0,7.0
173,Female,52.0,92000.0,45.0
174,Female,50.0,70000.0,28.0
176,Female,75.0,109000.0,7.0
177,Female,82.0,73000.0,15.0
178,Female,64.0,38000.0,6.0
179,Male,54.0,99000.0,6.0
180,Female,82.0,72000.0,7.0
181,Male,90.0,45000.0,11.0
182,Female,34.0,67000.0,27.0
183,Female,44.0,53000.0,5.0
184,Male,79.0,106000.0,12.0
185,Female,58.0,95000.0,7.0
186,Female,47.0,74000.0,8.0
187,Female,60.0,59000.0,33.0
188,Female,83.0,54000.0,6.0
189,Female,74.0,103000.0,12.0
190,Male,89.0,101000.0,18.0
191,Female,68.0,62000.0,5.0
192,Female,63.0,110000.0,6.0
193,Female,40.0,51000.0,6.0
195,Male,71.0,30000.0,59.0
196,Male,76.0,114000.0,4.0
197,Female,89.0,96000.0,21.0
199,Female,41.0,83000.0,4.0
200,Male,71.0,56000.0,10.0
201,Male,44.0,36000.0,8.0
202,Female,25.0,73000.0,14.0
203,Female,27.0,70000.0,4.0
204,Female,67.0,106000.0,59.0
205,Female,77.0,80000.0,13.0
206,Male,68.0,66000.0,29.0
207,Female,37.0,64000.0,4.0
208,Female,55.0,60000.0,19.0
209,Male,30.0,54000.0,20.0
210,Female,51.0,54000.0,100.0
211,Female,47.0,92000.0,5.0
212,Male,49.0,48000.0,13.0
214,Female,30.0,69000.0,28.0
216,Female,34.0,34000.0,18.0
217,Male,78.0,101000.0,12.0
218,Female,85.0,71000.0,7.0
219,Male,75.0,69000.0,34.0
220,Male,76.0,71000.0,17.0
222,Male,58.0,70000.0,71.0
223,Male,23.0,49000.0,50.0
224,Female,58.0,53000.0,4.0
225,Male,64.0,95000.0,12.0
226,Female,72.0,39000.0,22.0
227,Female,66.0,72000.0,32.0
228,Male,49.0,68000.0,5.0
229,Male,43.0,71000.0,18.0
230,Male,58.0,39000.0,11.0
231,Female,43.0,76000.0,4.0
232,Male,56.0,87000.0,37.0
233,Female,69.0,118000.0,26.0
234,Female,60.0,94000.0,43.0
236,Female,42.0,91000.0,46.0
237,Male,75.0,71000.0,9.0
238,Female,62.0,73000.0,7.0
239,Female,55.0,54000.0,6.0
240,Female,65.0,39000.0,6.0
241,Female,52.0,46000.0,15.0
242,Male,30.0,40000.0,17.0
243,Male,74.0,75000.0,28.0
244,Female,100.0,63000.0,8.0
245,Female,26.0,40000.0,6.0
246,Female,56.0,53000.0,6.0
247,Female,50.0,90000.0,6.0
248,Male,73.0,95000.0,59.0
249,Female,49.0,74000.0,10.0
250,Female,37.0,50000.0,12.0
251,Female,65.0,57000.0,11.0
252,Female,64.0,81000.0,5.0
254,Female,20.0,32000.0,12.0
255,Male,46.0,40000.0,5.0
256,Male,24.0,69000.0,19.0
257,Male,71.0,95000.0,21.0
258,Male,50.0,78000.0,25.0
259,Male,37.0,92000.0,4.0
260,Female,57.0,81000.0,18.0
261,Female,52.0,85000.0,9.0
262,Female,41.0,41000.0,46.0
264,Male,66.0,87000.0,30.0
265,Female,68.0,120000.0,8.0
266,Male,20.0,70000.0,6.0
267,Male,43.0,42000.0,10.0
268,Female,73.0,38000.0,10.0
269,Female,42.0,56000.0,4.0
270,Female,82.0,110000.0,23.0
271,Male,70.0,92000.0,16.0
272,Male,42.0,71000.0,10.0
273,Female,48.0,62000.0,20.0
274,Female,53.0,93000.0,15.0
275,Female,64.0,67000.0,15.0
276,Female,79.0,90000.0,10.0
277,Female,51.0,55000.0,4.0
278,Male,45.0,88000.0,69.0
279,Female,48.0,105000.0,15.0
280,Female,54.0,119000.0,42.0
281,Male,52.0,48000.0,31.0
282,Male,28.0,68000.0,4.0
283,Male,69.0,47000.0,6.0
284,Male,73.0,92000.0,17.0
285,Male,67.0,71000.0,5.0
286,Female,76.0,34000.0,4.0
287,Female,55.0,53000.0,15.0
288,Male,89.0,83000.0,4.0
289,Female,57.0,41000.0,50.0
290,Female,54.0,70000.0,52.0
291,Male,58.0,73000.0,5.0
292,Male,49.0,39000.0,9.0
293,Female,73.0,79000.0,9.0
295,Female,51.0,70000.0,24.0
296,Female,74.0,78000.0,7.0
297,Female,53.0,95000.0,12.0
298,Male,61.0,32000.0,4.0
299,Female,41.0,55000.0,10.0
300,Male,64.0,95000.0,39.0
302,Female,50.0,57000.0,11.0
303,Female,60.0,56000.0,9.0
304,Male,57.0,83000.0,43.0
305,Male,39.0,54000.0,5.0
306,Male,57.0,67000.0,25.0
307,Female,57.0,71000.0,35.0
308,Female,68.0,51000.0,4.0
309,Female,83.0,114000.0,26.0
311,Male,90.0,72000.0,16.0
312,Female,56.0,72000.0,5.0
314,Male,62.0,39000.0,6.0
315,Male,63.0,58000.0,5.0
316,Female,67.0,56000.0,22.0
317,Male,68.0,50000.0,5.0
318,Female,55.0,73000.0,8.0
319,Female,24.0,59000.0,9.0
320,Female,40.0,39000.0,6.0
321,Male,83.0,61000.0,34.0
322,Male,63.0,41000.0,15.0
324,Male,49.0,42000.0,12.0
325,Female,61.0,99000.0,8.0
326,Female,42.0,57000.0,6.0
327,Female,58.0,36000.0,64.0
328,Female,48.0,44000.0,13.0
330,Male,36.0,31000.0,8.0
331,Male,41.0,100000.0,9.0
332,Male,83.0,73000.0,13.0
333,Male,53.0,87000.0,9.0
335,Female,80.0,48000.0,7.0
337,Male,63.0,119000.0,13.0
339,Female,56.0,109000.0,4.0
341,Female,58.0,58000.0,12.0
342,Male,59.0,59000.0,17.0
343,Male,49.0,104000.0,5.0
344,Female,63.0,70000.0,10.0
345,Female,42.0,94000.0,4.0
346,Female,52.0,57000.0,7.0
347,Female,57.0,37000.0,4.0
349,Female,80.0,87000.0,8.0
350,Male,43.0,52000.0,15.0
353,Female,57.0,95000.0,12.0
354,Female,71.0,67000.0,6.0
355,Female,64.0,112000.0,14.0
356,Male,20.0,49000.0,4.0
357,Male,36.0,58000.0,9.0
359,Male,71.0,65000.0,16.0
360,Female,67.0,89000.0,4.0
361,Female,72.0,81000.0,7.0
362,Male,51.0,100000.0,12.0
363,Male,48.0,68000.0,13.0
364,Male,53.0,60000.0,19.0
365,Female,25.0,53000.0,16.0
367,Female,19.0,32000.0,5.0
368,Female,28.0,49000.0,5.0
369,Female,56.0,76000.0,17.0
371,Female,25.0,40000.0,4.0
372,Male,61.0,78000.0,13.0
373,Female,34.0,59000.0,59.0
376,Male,51.0,92000.0,9.0
377,Female,47.0,44000.0,4.0
378,Female,63.0,70000.0,9.0
381,Male,62.0,70000.0,17.0
382,Male,83.0,88000.0,30.0
383,Female,43.0,58000.0,10.0
384,Male,66.0,94000.0,10.0
385,Female,70.0,44000.0,5.0
386,Female,65.0,66000.0,5.0
387,Male,33.0,54000.0,9.0
388,Female,63.0,78000.0,11.0
389,Female,77.0,42000.0,13.0
390,Male,49.0,57000.0,23.0
391,Male,53.0,104000.0,24.0
392,Female,61.0,87000.0,7.0
394,Male,44.0,60000.0,6.0
395,Male,69.0,62000.0,4.0
396,Female,39.0,71000.0,19.0
397,Female,38.0,55000.0,4.0
398,Male,83.0,99000.0,54.0
399,Male,63.0,94000.0,4.0
400,Female,41.0,41000.0,6.0
401,Male,54.0,39000.0,5.0
402,Female,41.0,55000.0,5.0
403,Female,56.0,69000.0,33.0
404,Male,50.0,98000.0,7.0
405,Female,58.0,55000.0,6.0
406,Male,39.0,61000.0,5.0
407,Male,60.0,55000.0,5.0
408,Male,60.0,74000.0,5.0
409,Female,24.0,38000.0,87.0
410,Female,48.0,57000.0,29.0
411,Female,50.0,110000.0,12.0
412,Female,41.0,67000.0,5.0
413,Male,45.0,84000.0,21.0
414,Female,48.0,93000.0,4.0
416,Male,43.0,45000.0,4.0
417,Female,56.0,67000.0,10.0
420,Male,63.0,49000.0,23.0
421,Male,47.0,35000.0,4.0
422,Female,52.0,56000.0,28.0
423,Female,58.0,78000.0,43.0
424,Male,78.0,39000.0,5.0
425,Female,43.0,40000.0,8.0
427,Female,18.0,48000.0,9.0
428,Female,39.0,85000.0,4.0
429,Female,74.0,99000.0,30.0
430,Male,53.0,98000.0,9.0
431,Female,61.0,67000.0,10.0
432,Male,23.0,54000.0,53.0
433,Female,46.0,55000.0,6.0
434,Female,51.0,78000.0,5.0
435,Female,77.0,86000.0,14.0
436,Male,79.0,91000.0,17.0
437,Female,41.0,41000.0,20.0
438,Male,60.0,78000.0,12.0
439,Female,54.0,47000.0,10.0
440,Male,63.0,89000.0,19.0
441,Female,73.0,76000.0,15.0
442,Male,47.0,77000.0,13.0
443,Female,84.0,82000.0,11.0
444,Female,20.0,56000.0,43.0
445,Female,24.0,35000.0,5.0
446,Female,58.0,71000.0,9.0
447,Female,35.0,40000.0,6.0
448,Male,57.0,33000.0,34.0
449,Female,87.0,55000.0,22.0
450,Male,86.0,84000.0,18.0
451,Male,57.0,100000.0,33.0
452,Female,61.0,112000.0,25.0
453,Female,25.0,53000.0,14.0
454,Male,38.0,31000.0,55.0
455,Female,94.0,50000.0,8.0
456,Male,59.0,61000.0,7.0
457,Female,49.0,73000.0,5.0
