user_id,gender,age,income,customer score
1,Male,55,"110,000",15
3,Male,68,70000,15
5,Female,58,50000,5
8,Female,62,90000,5
12,Female,40,90000,10
13,Male,64,"110,000",15
14,Female,78,90000,20
15,Male,42,70000,20
16,Female,56,"110,000",10
18,Female,46,70000,10
19,Male,59,30000,15
20,Male,67,"110,000",5
21,Female,53,50000,25
22,Male,22,70000,20
24,Female,69,50000,20
25,Male,56,70000,5
27,Male,75,30000,25
28,Male,20,30000,25
29,Female,45,30000,20
30,Female,61,"110,000",15
31,Female,69,30000,20
32,Female,54,90000,10
33,Male,39,50000,5
34,Female,41,30000,10
35,Male,79,50000,15
37,Female,56,50000,20
38,Male,39,50000,15
40,Female,78,"110,000",15
41,Male,45,50000,10
42,Female,29,50000,20
43,Female,44,30000,15
46,Male,76,50000,20
47,Male,68,"110,000",10
48,Female,75,50000,15
49,Male,67,90000,15
50,Male,77,50000,25
51,Male,76,70000,5
52,Male,57,"110,000",25
53,Male,53,90000,5
55,Female,53,50000,10
58,Male,58,90000,20
59,Female,46,30000,15
60,Female,30,30000,15
61,Female,59,"110,000",5
62,Female,51,30000,15
63,Female,27,30000,25
64,Male,40,50000,15
65,Female,73,"110,000",20
66,Female,74,"110,000",10
67,Female,42,70000,25
68,Female,78,70000,10
69,Female,54,50000,10
70,Female,70,90000,20
71,Male,49,50000,20
72,Male,62,50000,15
73,Male,64,70000,10
74,Male,89,"110,000",10
75,Male,73,50000,20
76,Male,50,"110,000",15
77,Male,90,"110,000",15
78,Female,68,90000,10
79,Female,60,70000,10
81,Female,66,50000,10
82,Female,19,90000,20
83,Female,66,70000,10
85,Male,76,70000,10
86,Male,52,90000,20
87,Female,55,30000,25
88,Female,39,70000,10
89,Male,45,30000,20
90,Male,57,"110,000",25
91,Male,74,50000,20
92,Male,18,50000,10
93,Female,53,"110,000",20
94,Male,59,"110,000",15
95,Female,57,50000,15
97,Male,64,30000,10
98,Male,71,50000,20
99,Male,64,70000,20
100,Female,83,50000,10
101,Female,26,90000,20
102,Female,29,70000,10
105,Male,49,90000,10
106,Male,79,70000,5
107,Male,55,"110,000",20
109,Female,45,30000,10
110,Female,52,30000,20
111,Female,39,50000,10
112,Male,77,70000,25
113,Male,66,70000,10
114,Male,69,"110,000",5
115,Female,74,50000,15
116,Female,75,"110,000",10
117,Female,59,90000,15
118,Male,47,70000,25
119,Female,20,70000,5
120,Male,60,"110,000",5
123,Male,39,70000,15
124,Female,49,70000,15
125,Male,68,70000,20
126,Female,42,90000,15
127,Female,72,30000,20
129,Male,32,30000,15
130,Female,67,50000,5
131,Male,52,30000,15
132,Male,38,70000,25
133,Female,60,90000,20
134,Male,62,90000,10
135,Female,55,50000,5
136,Female,22,70000,5
137,Female,34,30000,10
138,Female,46,70000,25
139,Female,85,70000,5
140,Female,51,90000,25
141,Male,53,90000,5
142,Female,51,"110,000",25
144,Male,52,90000,10
145,Male,62,50000,15
146,Female,42,70000,25
147,Female,55,70000,20
148,Female,27,50000,10
149,Female,68,"110,000",20
150,Female,74,90000,25
151,Male,77,70000,15
152,Female,35,90000,25
153,Female,50,70000,20
154,Female,45,"110,000",25
155,Female,82,"110,000",20
156,Male,40,50000,5
157,Male,66,30000,5
158,Female,52,70000,10
159,Female,57,"110,000",5
160,Female,68,70000,15
161,Male,21,50000,20
162,Male,61,30000,20
163,Male,58,50000,15
164,Female,67,50000,15
165,Female,24,70000,10
166,Female,26,30000,10
167,Female,71,"110,000",10
168,Male,69,70000,20
170,Male,62,90000,5
171,Female,38,90000,10
173,Female,52,"110,000",25
174,Female,50,70000,25
176,Female,75,"110,000",10
177,Female,82,90000,20
178,Female,64,30000,10
179,Male,54,"110,000",10
180,Female,82,90000,10
181,Male,90,30000,15
182,Female,34,70000,25
183,Female,44,50000,5
184,Male,79,"110,000",15
185,Female,58,"110,000",10
186,Female,47,90000,10
187,Female,60,70000,25
188,Female,83,50000,10
189,Female,74,"110,000",15
190,Male,89,"110,000",20
191,Female,68,70000,5
192,Female,63,"110,000",10
193,Female,40,50000,10
195,Male,71,30000,25
196,Male,76,"110,000",5
197,Female,89,"110,000",20
199,Female,41,90000,5
200,Male,71,50000,15
201,Male,44,30000,10
202,Female,25,90000,20
203,Female,27,70000,5
204,Female,67,"110,000",25
205,Female,77,90000,15
206,Male,68,70000,25
207,Female,37,70000,5
208,Female,55,70000,20
209,Male,30,50000,20
210,Female,51,50000,25
211,Female,47,"110,000",5
212,Male,49,50000,15
214,Female,30,70000,25
216,Female,34,30000,20
217,Male,78,"110,000",15
218,Female,85,90000,10
219,Male,75,70000,25
220,Male,76,90000,20
222,Male,58,70000,25
223,Male,23,50000,25
224,Female,58,50000,5
225,Male,64,"110,000",15
226,Female,72,30000,20
227,Female,66,90000,25
228,Male,49,70000,5
229,Male,43,90000,20
230,Male,58,30000,15
231,Female,43,90000,5
232,Male,56,"110,000",25
233,Female,69,"110,000",25
234,Female,60,"110,000",25
236,Female,42,"110,000",25
237,Male,75,90000,15
238,Female,62,90000,10
239,Female,55,50000,10
240,Female,65,30000,10
241,Female,52,50000,20
242,Male,30,30000,20
243,Male,74,90000,25
244,Female,100,70000,10
245,Female,26,30000,10
246,Female,56,50000,10
247,Female,50,"110,000",10
248,Male,73,"110,000",25
249,Female,49,90000,15
250,Female,37,50000,15
251,Female,65,50000,15
252,Female,64,90000,5
254,Female,20,30000,15
255,Male,46,30000,5
256,Male,24,70000,20
257,Male,71,"110,000",20
258,Male,50,90000,25
259,Male,37,"110,000",5
260,Female,57,90000,20
261,Female,52,90000,15
262,Female,41,30000,25
264,Male,66,"110,000",25
265,Female,68,"110,000",10
266,Male,20,70000,10
267,Male,43,30000,15
268,Female,73,30000,15
269,Female,42,50000,5
270,Female,82,"110,000",20
271,Male,70,"110,000",20
272,Male,42,90000,15
273,Female,48,70000,20
274,Female,53,"110,000",20
275,Female,64,70000,20
276,Female,79,"110,000",15
277,Female,51,50000,5
278,Male,45,"110,000",25
279,Female,48,"110,000",20
280,Female,54,"110,000",25
281,Male,52,50000,25
282,Male,28,70000,5
283,Male,69,50000,10
284,Male,73,"110,000",20
285,Male,67,90000,5
286,Female,76,30000,5
287,Female,55,50000,20
288,Male,89,90000,5
289,Female,57,30000,25
290,Female,54,70000,25
291,Male,58,90000,5
